typ,question,response,gold_answers,BERT_precision,BERT_recall,BERT_F1,BLEURT-Score,ragas_answer_correctness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall,ragas_faithfulness,llm_accuracy,llm_relevance,llm_completeness,llm_overall
GPT,What was the first official release of Rust?,"The first stable release of Rust was Rust 1.0, which was released on May 15, 2015.","The first offical stable release of Rust was version 1.0.0,",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.23228790340106575,0.9524903592736745,0.99999999995,1.0,1.0,0.8,1.0,0.9,0.9
GPT,How many primitive data types does Java have?,"Java has eight primitive data types:
1. byte
2. short
3. int
4. long
5. float
6. double
7. char
8. boolean",Java has 8 primtive data types,0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.9883949565757579,0.9999999999999994,0.0,0.0,nan,1.0,1.0,1.0,1.0
GPT,How many built-in data types are in Ruby?,"Ruby has several built-in data types, including integers, Booleans, strings, arrays, hashes, symbols, and nil.",Python has 7 arithemtic data types,0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.21099948646393035,0.94610264113913,0.0,0.0,0.0,0.5,0.8,0.7,0.7
GPT,How many arithmetic operations does Python have?,"Python has several arithmetic operations, including addition (+), subtraction (-), multiplication (*), floor division (//), modulo (%), exponentiation (**), and floating-point division (/).",Ruby does have 11 built-in data types,0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.19956325394484525,0.9493234498836925,0.0,0.0,0.5,0.2,0.4,0.6,0.4
GPT,What is the difference between Java and C++ regarding memory management?,"In Java, memory management is handled by the garbage collector, which automatically deallocates memory for objects that are no longer in use. In contrast, C++ requires manual memory management using concepts like new and delete to allocate and deallocate memory for objects. C++ also supports deterministic destructors through RAII, which can help with resource management.","Java uses automatic garbage collection to manage memory, whereas C++ relies on manual memory management.",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.64066428939737,0.9650910074968052,0.0,1.0,0.3333333333333333,0.8,1.0,0.8,0.87
GPT,How does Python's range function differ in Python 2 and Python 3?,"In Python 2, the range function returns a list, while in Python 3, it returns a range object. This change was made to improve memory efficiency when dealing with large ranges.","In Python 2, the range() function returns a list of numbers, which is immediately generated and stored in memory. In Python 3, range() behaves like xrange() in Python 2, returning a immutable sequence type(which behaves like a iterator)",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.4826072307533079,0.9431332433466747,0.9166666666361111,1.0,0.0,0.5,1.0,0.5,0.7
GPT,What is the difference between let and var in JavaScript?,"The main difference between let and var in JavaScript is that var has function scoping, while let has block scoping. Variables declared with var are hoisted to the top of their function scope, while variables declared with let are not hoisted. Additionally, variables declared with var can be redeclared within the same scope, while variables declared with let cannot. It is generally considered best practice to use let and const instead of var in modern JavaScript development.","
    var is function-scoped. let is block-scoped. var is recognized at the start of the scope, but initialized with undefined
    let is hoisted but not initialized, leading to temporal dead zone, where variable cannot be accessed before its declaration line.
    var allows re-declaration of the same variable within the same scope. let does not allow re-declaration",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.697015302358007,0.9849579212731848,0.6388888888675925,1.0,0.0,0.9,0.9,0.9,0.9
GPT,What is the most commonly used Python library for data analysis?,"The most commonly used Python library for data analysis is NumPy, which extends Python's native capabilities in mathematics and numerical data processing.","The most commonly used Python library for data analysis is Pandas. Pandas provides data structures like DataFrames and Series, which are essential for data manipulation, cleaning, and analysis in Python.",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.23446567505252294,1.0000000000000004,0.8333333332916666,0.0,0.5,0.5,0.5,0.5,0.5
GPT,What is the most popular IDE for Java development?,"As of now, the most popular IDE for Java development is IntelliJ IDEA by JetBrains. Other popular IDEs for Java development include Eclipse, NetBeans, Android Studio, and BlueJ.","The most popular Integrated Development Environment (IDE) for Java development is IntelliJ IDEA by JetBrains. It is highly regarded for its powerful features, intelligent code completion, and seamless integration with version control systems.",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.40765984693995017,0.9876581585144608,0.9999999999666667,0.5,0.0,0.9,0.9,0.8,0.87
GPT,What is the most widely used JavaScript framework for front-end development?,"jQuery is by far the most widely used JavaScript framework for front-end development. Other notable frameworks include Angular, Bootstrap, React, and Vue. Multiple frameworks can also be used in conjunction, such as jQuery and Bootstrap.","The most widely used JavaScript framework for front-end development is React. Developed by Facebook, React has gained widespread adoption due to its component-based architecture, virtual DOM, and efficient rendering.",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.3586426298595561,1.0000000000000002,0.0,0.0,0.16666666666666666,0.5,0.8,0.7,0.7
GPT,In which versions of Python were both asyncio introduced and type annotations standardized?,Both asyncio and type annotations were introduced and standardized in Python version 3.5.,Python 3.5 and later versions support both asyncio and type annotations.,0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.48916009867812404,0.9622928500201152,0.49999999995,0.0,0.0,0.8,1.0,0.9,0.9
GPT,What tools and languages do you need to build a full-stack web application using JavaScript?,"To build a full-stack web application using JavaScript, you would need the following tools and languages:

Languages:
1. JavaScript
2. TypeScript

Frontend Frameworks:
1. React.js
2. Vue.js
3. Backbone.js

Backend Frameworks:
1. Node.js
2. Sails.js (uses Express.js)

Libraries:
1. Lodash
2. Underscore.js

These are some of the essential tools and languages you would need to develop a full-stack web application using JavaScript.","
    Frontend: HTML/CSS for structure and styling, JavaScript for interaction, JavaScript framework or library. Backend: Node.js as runtime environment,
    Express.js as a web framework. Database: MongoDB or MySQL/PostgresSQL for data storage. Version Control: Github. Deployment: Docker, Heroku or AWS for cloud deployment,
    ",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.21864940419958395,0.9936381481038729,0.8041666666465626,0.2,0.0,0.5,0.5,0.5,0.5
GPT,How do you set up a continuous integration pipeline for a Go project using GitHub Actions?,"To set up a continuous integration pipeline for a Go project using GitHub Actions, you can create a YAML file in the .github/workflows directory of your repository. In this YAML file, you can define the workflow, including the triggers, jobs, steps, and actions to be performed. You can use the official actions provided by GitHub for Go projects, such as actions/setup-go for setting up Go, actions/checkout for checking out the repository, and actions/cache for caching dependencies. Additionally, you can run tests, build binaries, and perform other necessary tasks as part of the workflow. Finally, you can configure the workflow to trigger on events like pushes, pull requests, or scheduled jobs to automate the CI process for your Go project.","
    Create a .github/workflows directory in repo. Create YAML file in .github/workflows directory. Define the pipeline in YAML file.
    Commit and push the github/workflows/ci.yml file to repo.
    Github actions will automatically run the CL pipeline on each push to the main branch of when a pull request is opened. The pipeline checks out the code,
    sets up the Go environment, installs depencencies and runs the tests.
    ",0.30907559394836426,0.4783434569835663,0.38995835185050964,0.6008436624650602,0.7252097034753457,0.9957152697471264,0.49999999995,1.0,0.0,0.8,0.9,0.8,0.83
